Seq,Type,depth,ph,conductivity,carbon,nitrogen,phosphorus,potassium,WHC,porosity,class
860,BRC-Nonleg-15,3,9.47,760,0.11,24,16.63,235,37,37.8,2
861,NFS-banthra-1,3,9.48,875,0.08,25.6,18.69,170,41,39,2
862,KGRFB-Grass,1,9.48,600,0.13,34,11.47,215,41.45,38.5,3
863,Plot-43 BC,4,9.5,795,0.06,9.4,12.054,287.5,43.4,44,3
864,Arjuna ,3,9.5,755,0.088,22.4,25.12,225,34.5,39,1
865,Arjuna ,3,9.5,755,0.088,22.4,25.12,225,34.5,39,1
866,Arjuna ,3,9.5,755,0.088,22.4,25.12,225,34.5,39,1
867,NFS-2,2,9.5,720,0.045,55.4,22.6,250,59.6,59.76,3
868,NFS-banthra-1,2,9.5,720,0.05,55.4,22.6,250,44,42.8,2
869,Plot-14 BC,4,9.5,715,0.12,8.8,5.4,237.5,44.3,45,3
870,Plot-29 BC,3,9.5,700,0.06,12.6,8.8,200,50.7,44,3
871,Equisitifolia ,3,9.5,685,0.12,33.15,16.45,150,40.8,39,1
872,Equisitifolia ,3,9.5,685,0.12,33.15,16.45,150,40.8,39,1
873,Equisitifolia ,3,9.5,685,0.12,33.15,16.45,150,40.8,39,1
874,BRCnonleg-25,4,9.5,630,0.09,18.4,13.85,130,41.4,36,2
875,KGRFB-Grass,1,9.5,570,0.13,24,12.72,185,40.23,40.1,3
876,Ber Plot,3,9.5,560,0.16,34.2,52.46,100,54.3,49,3
877,Plot No.30,4,9.5,560,0.08,20,17.92,300,51,51,3
878,Plot-14 AUC,1,9.5,520,0.3,17.1,12.96,200,50.2,46,3
879,Uncultivated AU,1,9.5,520,0.3,17.1,16.96,325,63,58,2
880,pinnata,2,9.5,515,0.245,22.5,22.72,150,40.7,40,1
881,pinnata,2,9.5,515,0.245,22.5,22.72,150,40.7,40,1
882,pinnata,2,9.5,515,0.245,22.5,22.72,150,40.7,40,1
883,Plot-3 BC,2,9.5,510,0.24,9.15,23.2,250,49.2,45.4,3
884,Herb Annuals,4,9.5,475,0.015,22.8,48.5,325,60.62,60.33,3
885,Plot-18 AUC,1,9.5,450,0.555,21.2,21.76,555,61.39,56.33,3
886,Plot-56 BC,3,9.5,440,0.105,8.36,11.2,190,50.75,52.65,3
887,Plot-43 BC,2,9.5,400,0.165,23.7,17.41,275,51.7,48,3
888,Plot-44 BC,4,9.5,325,0.09,13.4,12.054,262.5,43.2,40,3
889,Plot-1 BC,4,9.5,275,0.165,12,10,190,46.2,34.63,3
890,Plot-plpr,2,9.5,210,0.2325,18.2,30.48,276,48,50.6,3
891,Bixa,2,9.5,200,0.15,31,20.5,158,45.3,41,2
892,Plot-41 AC,4,9.53,690,0.15,11.5,18.4,200,42.3,39,3
893,BRC-Nonleg-15,2,9.53,530,0.21,33,19,240,41,42.4,2
894,Equisitifolia ,4,9.55,860,0.085,21.57,11.78,150,37,35,1
895,Equisitifolia ,4,9.55,860,0.085,21.57,11.78,150,37,35,1
896,Equisitifolia ,4,9.55,860,0.085,21.57,11.78,150,37,35,1
897,Equisitifolia ,3,9.55,700,0.19,28.4,19.84,200,41.6,40,1
898,Equisitifolia ,3,9.55,700,0.19,28.4,19.84,200,41.6,40,1
899,Equisitifolia ,3,9.55,700,0.19,28.4,19.84,200,41.6,40,1
900, Eucalyptus ,2,9.55,635,0.22,35.4,16.32,250,42.3,39,1
901, Eucalyptus ,2,9.55,635,0.22,35.4,16.32,250,42.3,39,1
902, Eucalyptus ,2,9.55,635,0.22,35.4,16.32,250,42.3,39,1
903,KGRFB-Grass,1,9.55,580,0.14,32,14.26,230,40.56,38.7,3
904,pinnata,2,9.55,510,0.296,27,23.52,200,42.5,42,1
905,pinnata,2,9.55,510,0.296,27,23.52,200,42.5,42,1
906,pinnata,2,9.55,510,0.296,27,23.52,200,42.5,42,1
907,Bixa,1,9.55,475,0.57,42,12,200,31.4,34,2
908,Plot-31 AC,3,9.56,860,0.135,17,19.68,150,44.5,46,3
909,Prosopis,2,9.56,580,0.24,33.6,14.4,100,42.5,44,1
910,Prosopis,2,9.56,580,0.24,33.6,14.4,100,42.5,44,1
911,Prosopis,2,9.56,580,0.24,33.6,14.4,100,42.5,44,1
912,Plot-plpr,2,9.56,200,0.3,16.72,32.52,250,49.85,52.4,3
913, Eucalyptus ,2,9.58,625,0.21,28.6,18.4,200,39.6,40,1
914, Eucalyptus ,2,9.58,625,0.21,28.6,18.4,200,39.6,40,1
915, Eucalyptus ,2,9.58,625,0.21,28.6,18.4,200,39.6,40,1
916,Arjuna ,4,9.6,860,0.098,14.8,13.2,250,31.6,35,1
917,Arjuna ,4,9.6,860,0.098,14.8,13.2,250,31.6,35,1
918,Arjuna ,4,9.6,860,0.098,14.8,13.2,250,31.6,35,1
919,Arjuna ,3,9.6,770,0.11,18.84,25.76,225,35,37,1
920,Arjuna ,3,9.6,770,0.11,18.84,25.76,225,35,37,1
921,Arjuna ,3,9.6,770,0.11,18.84,25.76,225,35,37,1
922,Grassland,4,9.6,750,0.1,33,44.28,300,54.69,52.2,3
923,Plot-41 AC,4,9.6,700,0.14,10.5,12,150,35.6,36,3
924,Plot-29 BC,3,9.6,650,0.11,11.4,9.8,225,51.6,48,3
925,Herb Perinneal,3,9.6,640,0.24,41.6,39.54,400,59.75,61.65,3
926,Lawn,3,9.6,600,0.1,32,20,185,43.67,42.67,3
927,Herb Perinneal,4,9.6,570,0.08,22.6,41.34,380,55.94,54.56,3
928,Plot-56 BC,3,9.6,490,0.165,7,10.4,250,51.4,53.91,3
929,Plot No.38,3,9.6,465,0.16,32,20,340,38.67,38,3
930,Plot-44 BC,4,9.6,312.5,0.075,10.8,8.036,225,49.3,43,3
931,Uncultivated AU,1,9.6,300,0.39,17.8,18.56,495,60.6,56,2
932,Plot-plpr,2,9.6,220,0.165,19.51,28.44,250,48.4,51,3
933,Acacia,2,9.62,1005,0.232,39.2,13.8,450,39.8,37,1
934,Acacia,2,9.62,1005,0.232,39.2,13.8,450,39.8,37,1
935,Acacia,2,9.62,1005,0.232,39.2,13.8,450,39.8,37,1
936,Plot 25-RS,2,9.62,800,0.22,12.54,12.9,190,51.3,48,2
937,BRC Leg-15,2,9.64,725,0.27,29.47,14.92,375,38.33,41.33,2
938,NFS-Bannthra-2,3,9.65,1020,0.13,38.57,19.84,245,43,38,2
939,procera,2,9.65,870,0.26,26.4,14.32,425,42.5,43,1
940,procera,2,9.65,870,0.26,26.4,14.32,425,42.5,43,1
941,procera,2,9.65,870,0.26,26.4,14.32,425,42.5,43,1
942,Arjuna ,4,9.65,850,0.086,16.28,15.84,200,30.5,34,1
943,Arjuna ,4,9.65,850,0.086,16.28,15.84,200,30.5,34,1
944,Arjuna ,4,9.65,850,0.086,16.28,15.84,200,30.5,34,1
945,BRC-Nonleg-15,3,9.65,765,0.13,25.3,15.5,230,39,38,2
946,Ber Plot,4,9.65,750,0.06,16.5,51.35,150,58.5,57,3
947,Plot 25-RS,2,9.66,750,0.24,12.75,14.12,245,49.5,50,2
948,Bixa,2,9.66,211,0.19,30,20,160,45.7,39,2
949,procera,2,9.67,880,0.288,29.2,12.4,450,44.7,44,1
950,procera,2,9.67,880,0.288,29.2,12.4,450,44.7,44,1
951,procera,2,9.67,880,0.288,29.2,12.4,450,44.7,44,1
952,BRC-Nonleg-15,4,9.67,860,0.15,22,17.3,175,34,35.5,2
953,BRC-Nonleg-15,4,9.67,855,0.13,18.5,12.1,200,34,36.2,2
954,Prosopis,2,9.67,590,0.28,28,15.56,150,41.3,42,1
955,Prosopis,2,9.67,590,0.28,28,15.56,150,41.3,42,1
956,Prosopis,2,9.67,590,0.28,28,15.56,150,41.3,42,1
957,NFS-3,3,9.7,990,0.14,39.6,19.2,230,61.04,54.65,3
958,NFS-Bannthra-2,3,9.7,990,0.14,39.6,19.2,230,43.5,38.65,2
959,Plot-29 BC,4,9.7,950,0.105,8.5,5.34,162.5,51.4,45,3
960,Plot-43 BC,4,9.7,895,0.09,8.36,12.054,312.5,46.5,44,3
961,Equisitifolia ,4,9.7,855,0.07,24.26,13.84,150,36.5,34,1
962,Equisitifolia ,4,9.7,855,0.07,24.26,13.84,150,36.5,34,1
963,Equisitifolia ,4,9.7,855,0.07,24.26,13.84,150,36.5,34,1
964,AcaciaAW,3,9.7,825,0.184,22.42,17.54,150,34.3,39,2
965,Grassland,4,9.7,780,0.21,35,39.65,350,54.63,51.23,3
966,Plot-14 AUC,1,9.7,760,0.345,18.4,26.24,200,37.1,37,3
967,Grassland,4,9.7,760,0.1,40.4,42.16,300,56.4,56.27,3
968,Uncultivated AU,1,9.7,760,0.345,18.4,19.2,340,61.5,54,2
969,Plot-18 AUC,2,9.7,690,0.06,15,18.56,480,62.09,47.81,3
970,Plot-3 BC,3,9.7,620,0.18,9.75,19.52,195,45.75,39.4,3
971,Prosopis,2,9.7,570,0.29,26.8,15.6,150,39.2,41,1
972,Prosopis,2,9.7,570,0.29,26.8,15.6,150,39.2,41,1
973,Prosopis,2,9.7,570,0.29,26.8,15.6,150,39.2,41,1
974,Herb Annuals,4,9.7,570,0.05,16.8,47.68,325,63.8,61,3
975,Plot-56 BC,3,9.7,465,0.135,7.8,10.8,210,49.06,51.32,3
976,Plot-17 AUC,1,9.7,390,0.33,20,19.68,250,51.8,61.5,3
977,Plot-18 AUC,1,9.7,320,0.345,20,19.84,520,64.42,40.44,3
978,Plot-25 BC,1,9.7,290,0.54,19.5,22,350,45.61,39.89,3
979,Bixa,2,9.7,210,0.12,33,19.5,153,42.5,40,2
980,procera,3,9.72,1000,0.168,18.8,10.4,450,36.4,41,1
981,procera,3,9.72,1000,0.168,18.8,10.4,450,36.4,41,1
982,procera,3,9.72,1000,0.168,18.8,10.4,450,36.4,41,1
983,Dulce,2,9.73,1000,0.218,28,14.4,500,41.3,41,1
984,Dulce,2,9.73,995,0.324,34.6,11.46,450,42.5,42,2
985,NFS-2,3,9.75,890,0.04,26.2,18.08,160,66.65,56.45,3
986,NFS-banthra-1,3,9.75,890,0.04,26.2,18.08,160,41.3,38.7,2
987,Equisitifolia ,4,9.75,865,0.09,16,12,200,38.4,36,1
988,Equisitifolia ,4,9.75,865,0.09,16,12,200,38.4,36,1
989,Equisitifolia ,4,9.75,865,0.09,16,12,200,38.4,36,1
990,Arjuna ,4,9.75,850,0.064,12.36,20.8,150,29.4,33,1
991,Arjuna ,4,9.75,850,0.064,12.36,20.8,150,29.4,33,1
992,Arjuna ,4,9.75,850,0.064,12.36,20.8,150,29.4,33,1
993,Bixa,1,9.75,485,0.5,43,11.2,195,33.3,33,2
994,Plot No.30,3,9.75,480,0.08,40,20.8,300,51.67,52.67,3
995,Dulce,2,9.78,985,0.336,32.6,12.6,425,43.7,43,2
996,BRC Leg-15,2,9.78,775,0.27,28,13.1,405,40.33,42,2
997,Sodic,1,9.78,490,0.24,36.73,11.77,260,40.52,36.7,2
998,Sodic,1,9.79,507,0.25,40.17,11.06,262,41.15,36.88,2
999,NFS-3,3,9.8,1050,0.105,35.6,20.8,250,54.75,54,3
1000,NFS-Bannthra-2,3,9.8,1050,0.11,35.6,20.8,250,43.6,37.5,2
1001,Acaciaarabica,2,9.8,965,0.218,26.8,16.64,425,41.5,39,2
1002,NFS-2,3,9.8,850,0.1,25.2,20.8,175,45.23,42.42,3
1003,NFS-banthra-1,3,9.8,850,0.1,25.2,20.8,175,41.2,38.3,2
1004,AcaciaAW,3,9.8,820,0.168,17.56,15.12,100,36.2,36,2
1005,Herb Perinneal,4,9.8,680,0.1,32.2,39.84,340,56.69,55.51,3
1006,Plot-3 BC,4,9.8,650,0.165,5.6,15.52,165,51.45,44.58,3
1007,Plot-14 AUC,2,9.8,640,0.135,12.86,13.28,200,48.7,46,3
1008,Ber Plot,4,9.8,600,0.1,24.6,53.64,100,53.3,51,3
1009,Ber Plot,3,9.8,580,0.12,22.4,46.28,150,58.6,57,3
1010,Plot-18 AUC,2,9.8,580,0.105,15.6,18.24,445,57.13,43.97,3
1011,Plot-16 AUC,3,9.8,560,0.123,8,10.8,240,69.09,55.02,3
1012,Plot-16 AUC,2,9.8,530,0.135,11.6,23.36,300,67.25,44.94,3
1013,Plot No.30,3,9.8,500,0.13,28,24.96,315,47,44,3
1014,Sodic,1,9.8,475,0.26,37.6,11.46,252,41.2,37.57,2
1015,Bixa,1,9.8,471,0.6,44,11,205,32.5,32,2
1016,Plot-25 BC,1,9.8,320,0.48,20.02,23,340,47.45,43.85,3
1017,Plot-44 BC,4,9.8,287.5,0.09,12.6,8.036,237.5,47.7,40,3
1018,Plot-31 AC,4,9.83,980,0.09,9.4,12.64,150,37.2,40,3
1019, Eucalyptus ,3,9.83,860,0.08,22.4,15,200,36.3,36,1
1020, Eucalyptus ,3,9.83,860,0.08,22.4,15,200,36.3,36,1
1021, Eucalyptus ,3,9.83,860,0.08,22.4,15,200,36.3,36,1
1022,NFS-banthra-1,4,9.85,1020,0.05,18.87,15,140,40.5,36.4,2
1023,Acacia,2,9.85,1015,0.256,22.4,16.32,425,40.5,38,1
1024,Acacia,2,9.85,1015,0.256,22.4,16.32,425,40.5,38,1
1025,Acacia,2,9.85,1015,0.256,22.4,16.32,425,40.5,38,1
1026,procera,2,9.85,890,0.215,22.8,14.88,500,43.3,45,1
1027,procera,2,9.85,890,0.215,22.8,14.88,500,43.3,45,1
1028,procera,2,9.85,890,0.215,22.8,14.88,500,43.3,45,1
1029,Plot No.30,4,9.85,575,0.05,22,23,280,49.33,46,3
1030,Sodic,1,9.85,480,0.25,32.4,12.23,250,40.53,37.59,2
1031,Uncultivated AU,1,9.85,420,0.195,19.5,18.7,345,60.6,56,2
1032,Acacia,2,9.88,1000,0.236,22.4,13,375,41.2,40,1
1033,Acacia,2,9.88,1000,0.236,22.4,13,375,41.2,40,1
1034,Acacia,2,9.88,1000,0.236,22.4,13,375,41.2,40,1
1035,NFS-3,4,9.9,1200,0.105,33.6,16,210,60.45,53.58,3
1036,NFS-Bannthra-2,4,9.9,1200,0.11,33.6,16,210,41.7,36.2,2
1037,Dulce,3,9.9,1160,0.198,18.64,8.96,400,36.8,38,2
1038,procera,3,9.9,1005,0.11,20.48,8.24,400,35.7,40,1
1039,procera,3,9.9,1005,0.11,20.48,8.24,400,35.7,40,1
1040,procera,3,9.9,1005,0.11,20.48,8.24,400,35.7,40,1
1041,BRC-Nonleg-15,4,9.9,885,0.13,20,13.72,210,35,36.4,2
1042,Plot-17 AUC,2,9.9,850,0.225,14,13.28,220,70.65,55,3
1043,Plot-17 AUC,1,9.9,670,0.225,19,19.68,250,64,59.75,3
1044,AcaciaFAO,3,9.9,640,0.18,16.8,20.24,375,38.3,37,2
1045,Lawn,4,9.9,620,0.14,18,16,200,41,40.78,3
1046,Plot-56 BC,4,9.9,610,0.12,5.6,8.6,200,48.58,50.57,3
1047,Plot No.30,4,9.9,580,0.09,15,13.44,320,51.67,49.89,3
1048,Plot 25-RS,2,9.9,570,0.135,13.96,16.96,205,49.5,50,2
1049,Plot No.38,4,9.9,555,0.06,22,16.8,300,40,38,3
1050,Plot-3 BC,2,9.9,540,0.18,8.4,23.12,230,47.02,43.4,3
1051,Plot-15 AUC,1,9.9,420,0.195,18,18.7,200,39.6,42,3
1052,Plot-1 BC,4,9.9,300,0.15,10.6,12.3,175,46.15,36.18,3
1053,Dulce,3,9.91,1170,0.196,16.8,8,375,35.1,37,2
1054,Plot-25 BC,1,9.94,260,0.6,19,25,300,48.04,44.57,3
1055,procera,4,9.95,1245,0.056,8.6,7.52,450,35.3,38,1
1056,procera,4,9.95,1245,0.056,8.6,7.52,450,35.3,38,1
1057,procera,4,9.95,1245,0.056,8.6,7.52,450,35.3,38,1
1058,procera,3,9.95,1010,0.198,14.46,10.46,425,37.1,39,1
1059,procera,3,9.95,1010,0.198,14.46,10.46,425,37.1,39,1
1060,procera,3,9.95,1010,0.198,14.46,10.46,425,37.1,39,1
1061,AcaciaAW,4,9.95,1000,0.088,8.26,15.36,100,30,37,2
1062,Plot-3 BC,4,9.95,750,0.12,4,17.12,200,49.75,46.98,3
1063,Lawn,4,9.95,620,0.1,15,18,150,40.67,35.33,3
1064,BRC Leg-15,2,9.97,750,0.26,23.33,17.97,380,40.33,41.44,2
1065,NFS-3,4,10,1110,0.12,31.2,16,200,58.75,55.98,3
1066,NFS-Bannthra-2,4,10,1110,0.12,31.2,16,200,41.5,35.8,2
1067,Plot-14 AUC,3,10,990,0.09,9.85,12.8,150,49.6,46,3
1068,Acaciaarabica,2,10,985,0.212,22.4,19.2,500,42.7,42,2
1069,NFS-2,4,10,960,0.07,15.8,15.2,140,45.23,48.4,3
1070,NFS-banthra-1,4,10,960,0.07,15.8,15.2,140,40.3,36,2
1071,NFS-2,3,10,865,0.09,25.4,17.2,170,60.65,52.8,3
1072,NFS-banthra-1,3,10,865,0.09,25.4,17.2,170,41.5,39.2,2
1073,AcaciaAW,3,10,835,0.192,16.8,14.2,100,35.4,38,2
1074,Plot-16 AUC,2,10,680,0.075,10,20.96,250,73.24,51.79,3
1075,Plot-3 BC,3,10,660,0.165,7.7,18,200,52.04,45.65,3
1076,AcaciaFAO,3,10,645,0.16,14.24,18.46,350,36,36,2
1077,Ber Plot,4,10,640,0.08,18.4,55.28,100,53.5,51,3
1078,Plot-56 BC,4,10,630,0.135,8.4,7.6,150,47.69,46.51,3
1079,Plot-15 AUC,2,10,620,0.105,12.6,11.52,200,53,44,3
1080,Plot No.38,4,10,580,0.06,18,20.96,270,56.7,49,3
1081,Plot-15 AUC,2,10,455,0.045,12,23.2,185,47.3,44,3
1082,BRC Leg-15,3,10.03,945,0.18,15.91,17.75,330,38.33,37,2
1083,BRC-Nonleg-15,3,10.04,800,0.1,27,14,215,37,37.4,2
1084,procera,4,10.05,1220,0.066,9.24,8.72,350,33,35,1
1085,procera,4,10.05,1220,0.066,9.24,8.72,350,33,35,1
1086,procera,4,10.05,1220,0.066,9.24,8.72,350,33,35,1
1087,Acaciaarabica,3,10.05,1090,0.112,13.32,16.64,350,34.3,35,2
1088,Plot 25-RS,3,10.05,680,0.165,9.96,12.4,220,45.3,45,2
1089,Plot-plpr,3,10.05,280,0.09,8.36,13.76,200,49.6,47.2,3
1090,Dulce,4,10.1,1245,0.076,11.2,5.78,375,32.6,35,2
1091,procera,4,10.1,1225,0.054,11.64,6.48,375,34.8,36,1
1092,procera,4,10.1,1225,0.054,11.64,6.48,375,34.8,36,1
1093,procera,4,10.1,1225,0.054,11.64,6.48,375,34.8,36,1
1094,Acacia,3,10.1,1150,0.115,26.52,10.11,400,33,35,1
1095,Acacia,3,10.1,1150,0.115,26.52,10.11,400,33,35,1
1096,Acacia,3,10.1,1150,0.115,26.52,10.11,400,33,35,1
1097,NFS-2,4,10.1,1050,0.03,18.4,15.8,145,40.95,47.22,3
1098,NFS-banthra-1,4,10.1,1050,0.03,18,15.8,145,40.6,35.6,2
1099,AcaciaAW,4,10.1,990,0.086,8.86,13.24,100,29.6,34,2
1100,Acaciaarabica,2,10.1,970,0.228,20.8,18.1,450,40.3,40,2
1101,Prosopis,3,10.1,945,0.15,23.6,11,100,36.7,40,1
1102,Prosopis,3,10.1,945,0.15,23.6,11,100,36.7,40,1
1103,Prosopis,3,10.1,945,0.15,23.6,11,100,36.7,40,1
1104, Eucalyptus ,3,10.1,870,0.12,29.54,14.2,150,35.4,38,1
1105, Eucalyptus ,3,10.1,870,0.12,29.54,14.2,150,35.4,38,1
1106, Eucalyptus ,3,10.1,870,0.12,29.54,14.2,150,35.4,38,1
1107,Plot-3 BC,3,10.1,700,0.15,5.57,21.76,220,45.7,37.85,3
1108,Plot-17 AUC,2,10.1,680,0.21,13.6,16.15,180,59.6,59.76,3
1109,Plot No.38,4,10.1,610,0.1,17,12.96,320,57.5,52,3
1110,Acacia,3,10.11,1160,0.196,16.8,15.2,375,34.5,38,1
1111,Acacia,3,10.11,1160,0.196,16.8,15.2,375,34.5,38,1
1112,Acacia,3,10.11,1160,0.196,16.8,15.2,375,34.5,38,1
1113,AcaciaAW,4,10.11,980,0.148,11.2,13.72,150,31.3,35,2
1114,Plot-25 BC,2,10.11,750,0.24,12,16.42,305,45.53,38.65,3
1115,Plot 25-RS,2,10.11,510,0.24,14.55,13.28,190,48.6,49,2
1116,BRC Leg-15,3,10.12,970,0.17,20.57,11.65,360,37.67,38.67,2
1117,Acacia,3,10.15,1165,0.205,18.4,12.5,300,35.7,35,1
1118,Acacia,3,10.15,1165,0.205,18.4,12.5,300,35.7,35,1
1119,Acacia,3,10.15,1165,0.205,18.4,12.5,300,35.7,35,1
1120,NFS-Bannthra-2,4,10.15,1140,0.11,31.87,16.8,200,41.8,36.4,2
1121,Lawn,4,10.15,750,0.08,22,17.5,150,35.67,35,3
1122,Plot 25-RS,3,10.15,700,0.12,8.78,19.52,515,45.3,45,2
1123,Plot-plpr,3,10.15,250,0.105,7.7,14.88,200,55.2,53.3,3
1124,Dulce,3,10.18,1175,0.215,17.84,6.56,300,37.3,36,2
1125,Dulce,4,10.2,1235,0.116,14.2,5.68,350,31.4,34,2
1126,Plot-14 AUC,4,10.2,1090,0.075,6.45,8.64,150,41.2,39,3
1127,NFS-2,4,10.2,1010,0.045,22.4,14,125,50.86,35.25,3
1128,NFS-banthra-1,4,10.2,1010,0.05,22.4,14,125,40.2,35.3,2
1129, Eucalyptus ,3,10.2,860,0.1,26.8,16.36,200,37.5,37,1
1130, Eucalyptus ,3,10.2,860,0.1,26.8,16.36,200,37.5,37,1
1131, Eucalyptus ,3,10.2,860,0.1,26.8,16.36,200,37.5,37,1
1132,Plot-29 BC,4,10.2,840,0.09,7.6,4.64,175,45.4,41,3
1133,Plot-25 BC,2,10.2,800,0.135,8,19.52,300,51.87,45.83,3
1134,Plot-3 BC,4,10.2,700,0.1425,5,14,175,49.7,45.47,3
1135,Plot 25-RS,4,10.2,700,0.12,8.57,12.88,550,41.6,44,2
1136,Plot-16 AUC,4,10.2,680,0.075,5.8,9.92,185,62.24,55.4,3
1137,AcaciaFAO,3,10.2,645,0.21,16.68,18.56,375,37.6,39,2
1138,Plot-56 BC,4,10.2,620,0.1275,7,8.2,170,46.94,45.56,3
1139,Plot-14 AUC,2,10.2,550,0.135,12.1,12.8,150,51.3,49,3
1140,Bixa,2,10.2,540,0.08,28,13.5,165,27.6,30,2
1141,Uncultivated AU,2,10.2,480,0.075,11.28,14.86,250,56.5,54,2
1142,Plot-plpr,4,10.2,330,0.09,3.98,9.44,150,54.8,52,3
1143,Plot-plpr,3,10.2,220,0.12,6.96,16,180,49.2,45.8,3
1144,Plot 25-RS,3,10.23,770,0.125,8.36,11.2,600,46.5,46,2
1145,pinnata,3,10.23,745,0.124,23.6,22.46,225,35.7,39,1
1146,pinnata,3,10.23,745,0.124,23.6,22.46,225,35.7,39,1
1147,pinnata,3,10.23,745,0.124,23.6,22.46,225,35.7,39,1
1148,Sodic,2,10.23,735,0.12,23.37,10.64,203,42.55,33.9,2
1149,Acaciaarabica,4,10.24,1225,0.084,10.28,11.62,380,32.1,34,2
1150,BRC Leg-15,3,10.24,980,0.16,15.1,14.77,350,36,37.78,2
1151,Plot 25-RS,3,10.24,620,0.135,9.18,12.32,520,44.4,47,2
1152,Acacia,4,10.25,1285,0.078,15.2,8.46,350,31.6,30,1
1153,Acacia,4,10.25,1285,0.078,15.2,8.46,350,31.6,30,1
1154,Acacia,4,10.25,1285,0.078,15.2,8.46,350,31.6,30,1
1155,Acacia,4,10.25,1205,0.16,16.8,9.64,300,30.2,35,1
1156,Acacia,4,10.25,1205,0.16,16.8,9.64,300,30.2,35,1
1157,Acacia,4,10.25,1205,0.16,16.8,9.64,300,30.2,35,1
1158,NFS-3,4,10.25,1150,0.11,30.8,18.4,190,58.7,54.47,3
1159,NFS-Bannthra-2,4,10.25,1150,0.11,30.8,18.4,190,41.6,36.8,2
1160, Eucalyptus ,4,10.25,913,0.074,16.8,12.4,200,32.6,35,1
1161, Eucalyptus ,4,10.25,913,0.074,16.8,12.4,200,32.6,35,1
1162, Eucalyptus ,4,10.25,913,0.074,16.8,12.4,200,32.6,35,1
1163,Plot-25 BC,2,10.25,775,0.1875,9.4,14.5,295,51.3,45.12,3
1164,Plot-25 BC,3,10.25,680,0.135,5,12.32,230,49.7,50.4,3
1165,Uncultivated AU,2,10.25,640,0.135,12.86,13.28,390,57.3,53,2
1166,BRC Leg-15,4,10.27,1100,0.11,14.49,10.73,320,35,35,2
1167,BRC Leg-15,3,10.27,965,0.13,22.29,12.27,320,36.67,37.67,2
1168,Dulce,4,10.28,1250,0.088,12.46,5.42,275,28.7,33,2
1169,Sodic,2,10.28,725,0.12,22.58,9.82,195,42.15,34.18,2
1170,Acacia,4,10.3,1200,0.086,11.46,7.42,300,29.4,33,1
1171,Acacia,4,10.3,1200,0.086,11.46,7.42,300,29.4,33,1
1172,Acacia,4,10.3,1200,0.086,11.46,7.42,300,29.4,33,1
1173,Acaciaarabica,3,10.3,1105,0.196,16.6,14.68,400,35,37,2
1174,Plot-18 AUC,2,10.3,960,0.45,14.8,20.32,450,68.73,50.08,3
1175,Prosopis,3,10.3,940,0.077,22.42,10.8,150,34.5,37,1
1176,Prosopis,3,10.3,940,0.077,22.42,10.8,150,34.5,37,1
1177,Prosopis,3,10.3,940,0.077,22.42,10.8,150,34.5,37,1
1178,Plot-25 BC,3,10.3,725,0.1275,7,13.28,225,47.99,47.8,3
1179,Uncultivated AU,2,10.3,550,0.135,12.1,12.8,245,58.7,52,2
1180,Bixa,2,10.3,530,0.09,26,12,155,30.5,32,2
1181,Plot-14 AUC,2,10.3,480,0.075,11.28,20.96,150,54,50,3
1182,Sodic,2,10.33,748,0.11,25.77,10.31,200,42.88,33.73,2
1183,Bixa,2,10.33,526,0.11,24,12.5,160,32.7,33,2
1184,BRC-Nonleg-15,4,10.35,920,0.11,18.5,12,170,33.33,35.8,2
1185, Eucalyptus ,4,10.35,920,0.065,18.6,9.52,200,31.5,33,1
1186, Eucalyptus ,4,10.35,920,0.065,18.6,9.52,200,31.5,33,1
1187, Eucalyptus ,4,10.35,920,0.065,18.6,9.52,200,31.5,33,1
1188,Acaciaarabica,3,10.36,1100,0.18,15.38,16.8,450,36.3,38,2
1189,KGRFB-Grass,2,10.36,960,0.11,22,10.48,145,37.85,35.7,3
1190,Plot 25-RS,4,10.36,740,0.135,8.36,14.96,420,40.5,42,2
1191,Sodic,2,10.37,720,0.14,25.33,10.27,202,43.2,33.63,2
1192,BRC Leg-15,4,10.38,1090,0.08,10.35,12.33,285,35.33,34.11,2
1193,Acaciaarabica,4,10.4,1230,0.065,9.24,10.56,340,30.3,36,2
1194,Plot-18 AUC,3,10.4,1140,0.075,11,18.24,425,59.59,52.46,3
1195,KGRFB-Grass,2,10.4,970,0.1,18,9.54,130,37.56,36.5,3
1196,Prosopis,3,10.4,955,0.16,20.84,14.7,150,35.3,38,1
1197,Prosopis,3,10.4,955,0.16,20.84,14.7,150,35.3,38,1
1198,Prosopis,3,10.4,955,0.16,20.84,14.7,150,35.3,38,1
1199,Plot-15 AUC,2,10.4,780,0.09,13.1,22.56,215,55.2,47,3
1200,Uncultivated AU,2,10.4,780,0.09,13.54,13.45,270,57.3,53,2
1201,pinnata,3,10.4,745,0.176,24.42,22.72,175,37,37,1
1202,pinnata,3,10.4,745,0.176,24.42,22.72,175,37,37,1
1203,pinnata,3,10.4,745,0.176,24.42,22.72,175,37,37,1
1204,Plot-16 AUC,3,10.4,730,0.06,7.8,20.42,245,62.2,47.24,3
1205,Plot-17 AUC,3,10.4,720,0.12,10,14.4,175,63.65,53.45,3
1206,Plot-3 BC,2,10.4,570,0.12,7.57,23.04,270,47.54,44.4,3
1207,KGRFB-Grass,4,10.42,1430,0.03,9,5.84,90,33.42,29.5,3
