T,TM,Tm,SLP,H,VV,V,VM,PM2.5,SO2,NO2,PM10,Class,NumClass
27.9,36.5,18.6,1010.3,49,2.4,3.7,9.4,170.05,4,35,97,Very Poor,5
28.9,37.6,21,1009.9,47,2.3,4.3,11.1,192.39,4,35,110,Very Poor,5
29.6,38.3,21.4,1010.2,45,2.1,3.1,11.1,161.84,4,34,73,Very Poor,5
30.9,38.7,24,1009.7,45,1.9,6.5,18.3,141.1,4,34,53,Very Poor,5
29.5,37.6,21.9,1008,42,2.4,7.4,18.3,367.15,4,49,88,Sever,6
29.1,37.4,22.2,1006.6,38,2.3,8,18.3,"3,174.48",5,66,41,Sever,6
29.6,37.6,22,1004.8,46,1.9,5.7,13,"3,139.94",2,59,73,Sever,6
29.3,36.6,22.1,1005.2,38,2.7,8.9,25.9,833.88,2,55,114,Sever,6
30.5,38.5,23.1,1005.1,38,2.1,6.5,22.2,468.78,22,37,256,Sever,6
27.4,38.5,22.3,1004.8,52,1.9,8,33.5,"10,400.23",5,55,472,Sever,6
24.8,30.3,21.1,1006.3,65,1.9,9.1,14.8,101.94,6,46,478,Sever,6
27.8,35.5,19.6,1004.9,51,2.7,6.3,14.8,67.44,4,49,188,Moderate,3
25.3,29.7,23.2,1007.3,53,1.9,11.1,33.5,278.25,5,57,247,Sever,6
23.8,29.7,20.4,1009.8,65,1.6,3.5,7.6,69.95,4,42,91,Moderate,3
24.8,31.3,19,1009.6,63,1.9,1.9,5.4,821.6,4,35,75,Sever,6
27.6,35.6,18.3,1006.9,47,2.6,10.2,22.2,40.98,4,22,58,Satisfactory,2
27.2,35.6,19.7,1004.8,52,3.1,5.4,11.1,18.91,2,71,137,Moderate,3
27.3,34.1,22.6,1005.2,52,1.9,4.6,18.3,38.04,2,60,82,Satisfactory,2
30.4,36.7,21.7,1005.9,41,1.9,15.6,48.2,"2,460.60",4,44,148,Sever,6
30.3,37.5,24.8,1008.4,41,1.9,17.6,40.7,146.42,5,53,98,Very Poor,5
29,34.8,23.6,1008.2,40,2.6,16.5,29.4,578.06,2,72,111,Sever,6
29.3,35.6,22.4,1003.9,38,2.3,6.9,14.8,"1,114.74",2,71,104,Sever,6
28.3,36,19.7,1004.1,40,2.7,6.3,16.5,"1,607.51",4,26,136,Sever,6
28.9,37.6,21.5,1004.9,42,2.3,6.3,25.9,273.63,4,54,51,Sever,6
28.8,35.6,21.4,1006.2,45,2.3,6.7,18.3,"1,594.17",2,57,72,Sever,6
25.9,35.6,21.6,1007.5,57,1.9,10.2,40.7,348.84,2,53,50,Sever,6
27.8,34.7,19.8,1005.2,46,1.8,11.3,25.9,"1,062.93",4,35,140,Sever,6
29.4,36.8,21.3,1001.7,35,2.1,9.6,25.9,341.41,4,32,87,Sever,6
29.7,37.1,20.7,1001.5,35,2.7,5.7,14.8,382.39,6,54,172,Sever,6
29.2,37.1,21.9,1001.8,39,2.6,9.4,18.3,270.67,2,45,77,Sever,6
28.8,36,21,1004,37,2.6,5.7,11.1,328.75,2,47,128,Sever,6
29.1,37.7,20.5,1004.9,32,2.6,3.7,14.8,352.27,4,39,147,Sever,6
29.8,37.6,21.4,1002.9,34,2.6,5.7,14.8,354.4,4,42,178,Sever,6
29.4,40.3,24.4,1002.9,47,2.7,15.4,55.4,91.17,5,53,122,Poor,4
31.7,40.3,22,1003,37,2.3,13.9,20.6,162.95,2,55,62,Very Poor,5
29.8,37.6,26.4,1002.9,37,2.3,16.5,24.1,91,4,36,166,Poor,4
34.2,41.4,25.4,1001.9,33,1.9,5.7,14.8,241.9,11,83,248,Very Poor,5
38.4,44.4,34.2,995.6,29,1.9,15,27.8,161.25,2,54,61,Very Poor,5
34.3,44.2,29.7,994.7,43,1.9,18.7,25.9,237.58,2,59,99,Very Poor,5
35.4,41.9,29,995.5,38,1.9,10.4,25.9,244.61,19,32,231,Very Poor,5
33,38.7,26.9,998.6,43,1.9,5.2,16.5,236.14,2,100,326,Very Poor,5
36.1,41.8,29.5,995.6,32,1.9,14.1,27.8,246.88,4,41,266,Very Poor,5
36.6,42.3,28.6,997.2,36,1.9,10.4,22.2,221.61,5,50,143,Very Poor,5
32.7,37.2,28.2,995.7,55,2.3,10.2,18.3,3.9,7,40,103,Moderate,3
35.2,41.5,28.4,994,44,1.9,5.4,14.8,3.03,2,32,86,Satisfactory,2
29.3,32.4,24.8,1001.3,79,1.9,4.6,14.8,10.14,4,47,178,Moderate,3
23.7,31.3,16.7,1015,64,1.4,2.6,11.1,61.53,3,131,292,Poor,4
22.8,31.8,17.4,1013.7,69,1.6,3.1,9.4,86.41,4,38,185,Moderate,3
21.2,27.8,16.4,1012.9,68,2.1,1.1,9.4,112.78,6,47,312,Poor,4
21.1,27.8,14.9,1011.8,65,1.9,5,18.3,120.29,3,131,208,Poor,4
13.2,21.7,6.2,1017.2,70,1.1,2.4,11.1,67.44,5,56,245,Moderate,3
12.1,18.3,9,1016.5,81,0.8,4.4,11.1,40.98,5,58,289,Poor,4
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,107.625,7,99,296,Poor,4
16.7,19.3,13.5,1016.3,94,1.1,9.6,22.2,78.25416667,49,81,244,Moderate,3
16.3,21.6,12.4,1018.6,79,2.1,8.3,22.2,54,21,91,151,Moderate,3
14.7,21.7,8.4,1017.1,71,1.8,10.9,22.2,93,6,94,194,Poor,4
14.8,22.6,8.5,1016.8,67,2.1,9.3,18.3,103,2,82,343,Poor,4
18.3,23.2,12.7,1011.2,75,1.9,10,22.2,109.3333333,10,90,76,Poor,4
16.4,22,11.2,1015.5,81,1.6,5.9,18.3,56.45833333,10,109,202,Moderate,3
20.4,27.1,15,1016.1,71,1.4,10.9,18.3,119,16,101,233,Poor,4
17.2,22.6,12.8,1017,81,1.6,8.1,20.6,67,18,113,283,Poor,4
17,23.3,10.7,1019.1,80,2.6,7.8,18.3,46,30,88,226,Moderate,3
17.2,24.2,10.8,1018.3,74,2.6,4.6,14.8,69,31,107,285,Poor,4
17.7,26.5,9.8,1015.3,73,1.4,4.8,14.8,79,45,119,225,Moderate,3
20.4,28.4,15.2,1014.7,62,2.4,5,14.8,62.70833333,10,48,108,Moderate,3
19.4,28.4,12.8,1017.3,57,2.3,13.1,18.3,81,11,64,147,Moderate,3
19,26.8,11.7,1016.3,58,2.6,16.7,29.4,1.916666667,7,91,183,Moderate,3
18.7,27.8,13.3,1016.2,69,2.4,7.4,25.9,1.833333333,25,93,304,Poor,4
20.2,30.1,11.9,1015.7,58,1.9,6.7,14.8,1.791666667,18,96,155,Moderate,3
21,30.7,11.7,1016.5,62,1.6,4.3,11.1,31.625,34,114,275,Poor,4
21.6,30.7,13.6,1016.1,62,1.9,7.8,22.2,112,4,94,184,Poor,4
22.5,31.8,13.7,1014.6,57,2.3,5.9,14.8,117,6,91,307,Poor,4
23.1,33.8,17.3,1008.2,61,2.3,4.3,11.1,76,2,87,224,Moderate,3
23.8,33,14.9,1010.4,64,1.9,3.9,11.1,111,2,59,63,Poor,4
22.6,33,18.1,1013.1,67,2.1,11.3,22.2,59,3,67,154,Moderate,3
23,30,14.4,1016.1,55,2.7,6.7,14.8,77.20833333,2,100,112,Moderate,3
22.1,28.9,14.3,1016.1,65,1.9,5.4,11.1,87,2,119,250,Moderate,3
24,30.5,16.8,1009.3,61,2.1,18.7,29.4,63.91666667,6,93,135,Moderate,3
24.6,31.7,17.9,1008.5,68,2.3,14.1,27.8,98,5,72,166,Poor,4
26.1,34.8,17.9,1008.8,54,2.6,11.9,18.3,64,11,84,184,Moderate,3
25.2,33.5,19.2,1006.4,55,1.9,9.6,22.2,62,7,102,154,Moderate,3
27.3,34.8,19.3,1007.6,55,1.9,10,18.3,88.375,12,102,272,Poor,4
23.2,29.6,16.7,1008.6,54,1.9,13.1,22.2,52,3,54,267,Poor,4
23.9,33.7,16,1009.3,60,2.4,7.8,20.6,87,7,59,205,Moderate,3
25.6,33.8,17.9,1008.7,47,2.1,4.4,13,23.20833333,4,76,193,Moderate,3
25.7,36,17.8,1009,50,1.8,9.3,14.8,15.16666667,11,102,296,Poor,4
25.1,36,18.3,1009.5,56,2.7,9.1,18.3,21.25,2,90,143,Moderate,3
26.3,32.9,18.4,1008,40,2.7,13,22.2,25.75,4,58,208,Moderate,3
25.8,33.2,18.7,1006.8,38,2.4,15.6,25.9,52,21,94,314,Poor,4
26.8,34.9,17.8,1005.8,33,1.9,12.8,25.9,89,14,59,317,Poor,4
29.2,37.5,20,1006.1,38,2.6,5.9,14.8,105,2,107,115,Poor,4
31.1,37.8,21.7,1005.6,34,1.8,8.1,27.8,117,2,76,240,Poor,4
29.9,37.8,22.2,1006.7,35,2.6,6.7,14.8,20.79166667,2,76,163,Moderate,3
29.8,37,22.4,1006.5,33,1.9,8.1,14.8,64.79166667,4,108,232,Moderate,3
29.3,36.1,23.3,1007.6,39,1.9,7.4,22.2,87,4,45,133,Moderate,3
29.8,36.6,21.4,1007.8,37,1.9,8.1,18.3,84,2,41,154,Moderate,3
28.2,36.6,21.9,1007.1,45,1.9,6.5,16.5,46,4,54,54,Satisfactory,2
28.3,36.4,20.1,1004,47,1.9,6.3,14.8,104,3,62,86,Poor,4
32.1,40.2,20.8,1000.1,28,2.1,10.4,24.1,109,4,52,106,Poor,4
29,37.1,21.9,1001.7,31,2.7,7.2,14.8,63,2,47,62,Moderate,3
29.1,37.8,19.5,1002.9,37,1.9,4.1,14.8,77,2,105,119,Moderate,3
29.3,37.9,20.3,1002.9,35,2.3,4.4,11.1,110,2,109,284,Poor,4
30.5,38.6,20.7,1003.4,36,1.9,7.6,14.8,42.95833333,3,114,214,Moderate,3
27.2,33.2,20.9,1010.1,53,1.9,7.6,14.8,30.875,15,119,273,Poor,4
28.6,34.6,21.5,1009.9,51,2.3,4.6,14.8,75,2,98,219,Moderate,3
30,37.4,22.5,1009,48,2.6,3,9.4,106,7,86,169,Poor,4
31.1,38.5,23.2,1007.7,45,1.9,3.7,7.6,120,4,87,201,Poor,4
29.9,38.5,24.3,1008.3,53,1.9,6.7,22.2,79.91666667,8,68,188,Moderate,3
31.8,39.2,24.8,1005,38,1.9,8.1,18.3,38.5,2,75,227,Moderate,3
31.4,39.2,22.8,1002.9,24,1.9,11.5,25.9,94,9,54,194,Poor,4
31.4,42,19.8,999,38,1.9,2.6,11.1,102,3,66,124,Poor,4
32.7,42,24.3,1000.6,37,1.9,3.1,9.4,101,4,75,220,Poor,4
32.9,41.6,26,1001.4,46,1.9,3.7,7.6,117,5,48,132,Poor,4
33.6,41.9,25.2,1000.2,35,1.9,10.2,18.3,107.2916667,13,77,201,Poor,4
31,40.6,24.6,1000,40,1.9,14.8,22.2,96,5,100,167,Poor,4
30.2,36.1,25.4,1003.5,46,2.3,7,14.8,76,2,46,136,Moderate,3
30.9,37.6,23.2,1003.7,44,1.9,3.5,11.1,101,2,63,171,Poor,4
32.9,39.8,24.7,1001,38,1.9,5.6,13,106,2,36,90,Poor,4
33,40.8,25.4,998.5,39,1.8,7.2,22.2,108,2,106,122,Poor,4
36.2,44.6,25.9,999.2,29,1.9,15,27.8,101,12,101,248,Poor,4
36.2,44.6,29.2,999.1,32,1.9,10.6,18.3,98,2,93,200,Poor,4
37.9,45.7,31.4,996.8,29,1.9,15.2,25.9,89,2,53,299,Poor,4
35.6,42.6,30.2,999.3,41,1.9,8.1,20.6,95,4,81,290,Poor,4
34.9,43,27.8,999.2,32,1.9,6.9,16.5,97,2,66,230,Poor,4
33.6,40.6,24.8,998.8,47,1.9,10.6,18.3,72,2,53,235,Moderate,3
32.4,38.5,26.6,1001,63,2.3,13.3,22.2,45,2,43,55,Satisfactory,2
34.1,40.3,28.8,999.7,59,1.9,10.9,16.5,65,2,27,85,Moderate,3
35.9,41.7,28.2,999.9,49,1.9,5,9.4,67,2,36,70,Moderate,3
34.1,43.2,25.7,997.9,57,1.9,7.4,14.8,66,2,114,154,Moderate,3
34.2,39.8,29.1,996.7,64,1.9,13.7,18.3,77,12,106,212,Moderate,3
35.1,40.2,30.2,995.2,52,1.9,8.5,14.8,70,2,77,312,Poor,4
36.6,41.6,29.6,995.3,50,1.9,8.1,14.8,75,5,70,193,Moderate,3
34.1,39.2,27.2,997.8,62,1.9,6.5,11.1,57,2,29,228,Moderate,3
27.1,31.5,23.7,996.5,90,1.8,8.5,11.1,40,2,83,307,Poor,4
26.9,31.5,23.5,994.7,90,1.4,8.3,16.5,42,2,37,307,Poor,4
28.6,32.1,23.5,996.7,85,1.1,5.4,11.1,93,2,66,295,Poor,4
29.7,35.5,24.8,999,76,1.9,4.3,14.8,80,2,36,209,Moderate,3
33,38.4,25.3,997.6,58,1.8,4.8,13,90,2,50,284,Poor,4
35.6,41,27.3,995.5,49,1.9,7.4,18.3,97,5,54,137,Poor,4
35.9,41,31.2,996,47,1.9,10.9,22.2,79,10,87,193,Moderate,3
35.2,40.6,29.8,995.4,59,1.9,7.6,22.2,87,14,100,195,Moderate,3
33.4,39.4,29.4,996.1,62,1.9,13,20.6,63.5,25,61,177,Moderate,3
31,39.4,27.8,999.2,74,1.9,11.5,18.3,50,2,65,185,Moderate,3
31.2,35.7,27.2,998.4,75,1.9,6.3,14.8,40,12,65,269,Poor,4
31.2,37.1,27.6,996.8,71,1.9,8.1,20.6,49,2,61,102,Moderate,3
31.5,37.1,25.9,996.1,71,1.9,8.9,14.8,43,2,68,182,Moderate,3
33.9,39.2,27.8,995.2,62,1.9,8.9,14.8,61.875,2,51,46,Moderate,3
31.6,37.6,26.9,997.5,76,1.9,6.5,11.1,29.66666667,2,64,98,Satisfactory,2
32.4,37.5,28.4,997.1,73,1.9,9.3,14.8,47,2,64,89,Satisfactory,2
32.1,37.5,28.3,997.6,72,1.9,11.9,18.3,37,4,62,181,Moderate,3
31.2,36.7,27.3,1000.4,75,1.9,11.3,14.8,33,2,51,114,Moderate,3
31.1,35,27.9,1000.1,81,1.9,7.2,11.1,49.125,10,56,285,Poor,4
30.3,35.8,27.2,997.5,78,1.9,7.6,14.8,43,4,54,138,Moderate,3
29.2,35.4,24.6,996.4,81,1.8,7.4,14.8,29,11,53,226,Moderate,3
